usa_or_hhsregion,week_ending,variant,share,share_hi,share_lo,nchs_or_count_flag,modeltype,time_interval,published_date
USA,1/15/2022 0:00,B.1.617.2,0.018952431,0.022272266,0.016008662,0,weighted,weekly,5/3/2022 0:00
USA,1/15/2022 0:00,BA.1.1,0.63329196,0.656254351,0.609868228,0,weighted,weekly,5/3/2022 0:00
USA,1/15/2022 0:00,BA.2,0.001853207,0.002564699,0.001298295,0,weighted,weekly,5/3/2022 0:00
USA,1/15/2022 0:00,BA.2.12.1,0,,NULL,1,weighted,weekly,5/3/2022 0:00
USA,1/15/2022 0:00,Other,0.004560288,0.007014401,0.002797966,0,weighted,weekly,5/3/2022 0:00
USA,1/15/2022 0:00,B.1.1.529,0.349490762,0.373640537,0.325904429,0,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,B.1.617.2,0.018904168,0.022153456,0.016016904,0,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BA.1.1,0.627197742,0.650318205,0.603634357,0,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BA.2,0.001932511,0.00264295,0.001373259,0,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BA.2.12.1,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BA.2.75.2,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BA.4.6,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BA.5,1.13E-05,8.58E-05,5.06E-08,1,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BQ.1,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,BQ.1.1,0,,NULL,1,weighted,weekly,10/21/2022 0:00
USA,1/15/2022 0:00,Other,0.002463526,0.003839788,0.00148619,0,weighted,weekly,10/21/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.410180062,0.441342592,0.379546225,0,weighted,weekly,8/12/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044317462,0.05377733,0.036098558,0,weighted,weekly,8/12/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.536709011,0.568551362,0.504641831,0,weighted,weekly,8/12/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001014973,0.002104393,0.000403656,1,weighted,weekly,8/12/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0.00014318,0.000754755,4.63E-06,1,weighted,weekly,8/12/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,8/12/2022 0:00
USA,1/8/2022 0:00,BA.4.6,0,,NULL,1,weighted,weekly,8/12/2022 0:00
USA,1/8/2022 0:00,BA.5,4.77E-05,0.00025162,1.54E-06,1,weighted,weekly,8/12/2022 0:00
USA,1/8/2022 0:00,Other,0.00758758,0.012276166,0.004350852,0,weighted,weekly,8/12/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.410220504,0.441385269,0.379584253,0,weighted,weekly,8/2/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044269718,0.053708743,0.03606778,0,weighted,weekly,8/2/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.536697567,0.568521798,0.504648805,0,weighted,weekly,8/2/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001022131,0.002129167,0.000403397,1,weighted,weekly,8/2/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0.000145054,0.000764977,4.68E-06,1,weighted,weekly,8/2/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,8/2/2022 0:00
USA,1/8/2022 0:00,BA.4.6,0,,NULL,1,weighted,weekly,8/2/2022 0:00
USA,1/8/2022 0:00,BA.5,4.84E-05,0.000255028,1.56E-06,1,weighted,weekly,8/2/2022 0:00
USA,1/8/2022 0:00,Other,0.007596645,0.012303655,0.004349903,0,weighted,weekly,8/2/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.951867998,0.960377693,0.942147315,0,weighted,weekly,2/8/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.043963943,0.053326499,0.035827562,0,weighted,weekly,2/8/2022 0:00
USA,1/8/2022 0:00,BA.2,0.000335566,0.000604025,0.000166042,1,weighted,weekly,2/8/2022 0:00
USA,1/8/2022 0:00,Other,0.003832483,0.006927044,0.001882455,1,weighted,weekly,2/8/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.41554758,0.44459644,0.386930168,0,weighted,weekly,6/14/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.045916639,0.055464543,0.037591375,0,weighted,weekly,6/14/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.534721017,0.565217733,0.504029393,0,weighted,weekly,6/14/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001082952,0.002351066,0.00039884,1,weighted,weekly,6/14/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0,,NULL,1,weighted,weekly,6/14/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,6/14/2022 0:00
USA,1/8/2022 0:00,BA.5,0,,NULL,1,weighted,weekly,6/14/2022 0:00
USA,1/8/2022 0:00,Other,0.002731824,0.004469631,0.001544733,0,weighted,weekly,6/14/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.961945951,0.972676873,0.948539615,0,weighted,weekly,1/25/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.037524268,0.050761692,0.026932569,0,weighted,weekly,1/25/2022 0:00
USA,1/8/2022 0:00,Other,0.000529798,0.001320539,0.000152017,1,weighted,weekly,1/25/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.450598687,0.494659364,0.407106519,0,weighted,weekly,3/29/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.046001349,0.055090677,0.038025588,0,weighted,weekly,3/29/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.500452876,0.545464754,0.455435514,0,weighted,weekly,3/29/2022 0:00
USA,1/8/2022 0:00,BA.2,0.000381685,0.000624328,0.000216027,0,weighted,weekly,3/29/2022 0:00
USA,1/8/2022 0:00,Other,0.002565423,0.004230808,0.00143512,0,weighted,weekly,3/29/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.395069867,0.418985188,0.371524125,0,weighted,weekly,4/26/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.045732055,0.05498397,0.037637345,0,weighted,weekly,4/26/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.549969196,0.577038646,0.522676945,0,weighted,weekly,4/26/2022 0:00
USA,1/8/2022 0:00,BA.2,0.000516076,0.000818241,0.000304533,0,weighted,weekly,4/26/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0,,NULL,1,weighted,weekly,4/26/2022 0:00
USA,1/8/2022 0:00,Other,0.008712802,0.013476982,0.005302672,0,weighted,weekly,4/26/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.44963944,0.493225217,0.406621069,0,weighted,weekly,4/5/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.045914762,0.055038396,0.037914488,0,weighted,weekly,4/5/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.501462877,0.546070158,0.45683822,0,weighted,weekly,4/5/2022 0:00
USA,1/8/2022 0:00,BA.2,0.000451012,0.000712945,0.000267198,0,weighted,weekly,4/5/2022 0:00
USA,1/8/2022 0:00,Other,0.002531924,0.004179006,0.001414798,0,weighted,weekly,4/5/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.446669757,0.4937886,0.400251985,0,weighted,weekly,2/15/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044862401,0.053968269,0.036899731,0,weighted,weekly,2/15/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.505418837,0.553193212,0.457570851,0,weighted,weekly,2/15/2022 0:00
USA,1/8/2022 0:00,BA.2,0.000315369,0.000566486,0.000156525,0,weighted,weekly,2/15/2022 0:00
USA,1/8/2022 0:00,Other,0.002733659,0.004773139,0.001412087,0,weighted,weekly,2/15/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.409839183,0.436614215,0.383457452,0,weighted,weekly,5/17/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044678174,0.053728577,0.036762256,0,weighted,weekly,5/17/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.540360391,0.568994939,0.511525512,0,weighted,weekly,5/17/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001145624,0.002561171,0.000401087,1,weighted,weekly,5/17/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0,,NULL,1,weighted,weekly,5/17/2022 0:00
USA,1/8/2022 0:00,Other,0.003976613,0.006214811,0.00238987,0,weighted,weekly,5/17/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.409845442,0.441304326,0.37892729,0,weighted,weekly,7/19/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044725895,0.05417965,0.036501378,0,weighted,weekly,7/19/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.536535203,0.568784177,0.504056692,0,weighted,weekly,7/19/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001026045,0.002100902,0.000416448,1,weighted,weekly,7/19/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,3.56E-05,0.000200345,8.58E-07,1,weighted,weekly,7/19/2022 0:00
USA,1/8/2022 0:00,BA.4,1.53E-05,8.63E-05,3.60E-07,1,weighted,weekly,7/19/2022 0:00
USA,1/8/2022 0:00,BA.5,0,,NULL,1,weighted,weekly,7/19/2022 0:00
USA,1/8/2022 0:00,Other,0.007816598,0.012682064,0.004465024,0,weighted,weekly,7/19/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.410352677,0.437103212,0.383992374,0,weighted,weekly,5/24/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044823937,0.053913735,0.036874466,0,weighted,weekly,5/24/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.539721549,0.568386853,0.510858774,0,weighted,weekly,5/24/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001136894,0.002520802,0.000403782,1,weighted,weekly,5/24/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0,,NULL,1,weighted,weekly,5/24/2022 0:00
USA,1/8/2022 0:00,Other,0.003964917,0.006195106,0.002383566,0,weighted,weekly,5/24/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.449988425,0.493739039,0.406805456,0,weighted,weekly,3/22/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.04611491,0.055289287,0.038071081,0,weighted,weekly,3/22/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.500937104,0.5456599,0.456203163,0,weighted,weekly,3/22/2022 0:00
USA,1/8/2022 0:00,BA.2,0.00038242,0.00062597,0.000216238,0,weighted,weekly,3/22/2022 0:00
USA,1/8/2022 0:00,Other,0.00257715,0.00425188,0.001440874,0,weighted,weekly,3/22/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.979023814,0.985316873,0.970269978,NULL,smoothed,weekly,1/18/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.02077377,0.029409243,0.014559592,NULL,smoothed,weekly,1/18/2022 0:00
USA,1/8/2022 0:00,Other,0.000202412,0.000371572,0.000107328,NULL,smoothed,weekly,1/18/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.409362793,0.440421104,0.378834665,0,weighted,weekly,7/26/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044655215,0.054043867,0.036481839,0,weighted,weekly,7/26/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.537251413,0.569081366,0.505193412,0,weighted,weekly,7/26/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001026942,0.002065364,0.000428996,1,weighted,weekly,7/26/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,3.55E-05,0.000199709,8.56E-07,1,weighted,weekly,7/26/2022 0:00
USA,1/8/2022 0:00,BA.4,1.52E-05,8.56E-05,3.67E-07,1,weighted,weekly,7/26/2022 0:00
USA,1/8/2022 0:00,BA.5,0,,NULL,1,weighted,weekly,7/26/2022 0:00
USA,1/8/2022 0:00,Other,0.007652972,0.012372444,0.004392845,0,weighted,weekly,7/26/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.419988364,0.446530551,0.393787414,0,weighted,weekly,4/12/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.045860678,0.054869514,0.037950136,0,weighted,weekly,4/12/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.531431496,0.559587538,0.50312531,0,weighted,weekly,4/12/2022 0:00
USA,1/8/2022 0:00,BA.2,0.000488995,0.00077011,0.000291127,0,weighted,weekly,4/12/2022 0:00
USA,1/8/2022 0:00,Other,0.002230436,0.003798923,0.001193463,0,weighted,weekly,4/12/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.409906,0.440877169,0.379458785,0,weighted,weekly,8/9/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044410672,0.053846102,0.036207907,0,weighted,weekly,8/9/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.536856413,0.568471372,0.50501895,0,weighted,weekly,8/9/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001012717,0.00210357,0.000401552,1,weighted,weekly,8/9/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0.000143001,0.000754435,4.61E-06,1,weighted,weekly,8/9/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,8/9/2022 0:00
USA,1/8/2022 0:00,BA.4.6,0,,NULL,1,weighted,weekly,8/9/2022 0:00
USA,1/8/2022 0:00,BA.5,4.77E-05,0.000251513,1.54E-06,1,weighted,weekly,8/9/2022 0:00
USA,1/8/2022 0:00,Other,0.00762352,0.012336122,0.004370557,0,weighted,weekly,8/9/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.409905285,0.438732594,0.381532729,0,weighted,weekly,6/7/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.045849495,0.055356674,0.037556879,0,weighted,weekly,6/7/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.540471017,0.570460558,0.510261118,0,weighted,weekly,6/7/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001091193,0.002429818,0.000384703,1,weighted,weekly,6/7/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0,,NULL,1,weighted,weekly,6/7/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,6/7/2022 0:00
USA,1/8/2022 0:00,BA.5,0,,NULL,1,weighted,weekly,6/7/2022 0:00
USA,1/8/2022 0:00,Other,0.002683032,0.00442863,0.001499077,0,weighted,weekly,6/7/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.40997228,0.441398442,0.379084945,0,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044121791,0.053743057,0.035786208,0,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.538172722,0.570177794,0.505931318,0,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001501095,0.00316622,0.000580128,1,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0.000178362,0.00069562,1.73E-05,1,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BA.2.75.2,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BA.4.6,2.33E-05,0.000122421,7.57E-07,1,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BA.5,4.65E-05,0.000244834,1.51E-06,1,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BQ.1,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,BQ.1.1,0,,NULL,1,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,Other,0.005983965,0.009966933,0.003299236,0,weighted,weekly,10/14/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.416099072,0.446840852,0.385836631,0,weighted,weekly,6/28/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.045779794,0.055315338,0.037467256,0,weighted,weekly,6/28/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.534365833,0.566191614,0.502329946,0,weighted,weekly,6/28/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001056499,0.002255296,0.000400349,1,weighted,weekly,6/28/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0,,NULL,1,weighted,weekly,6/28/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,6/28/2022 0:00
USA,1/8/2022 0:00,BA.5,0,,NULL,1,weighted,weekly,6/28/2022 0:00
USA,1/8/2022 0:00,Other,0.002698817,0.004410627,0.00152843,0,weighted,weekly,6/28/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.407710731,0.438265473,0.377679229,0,weighted,weekly,9/9/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044172868,0.053618141,0.035968658,0,weighted,weekly,9/9/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.541222274,0.572354674,0.509847939,0,weighted,weekly,9/9/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001006949,0.002090021,0.000399757,1,weighted,weekly,9/9/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0.000142201,0.000749567,4.60E-06,1,weighted,weekly,9/9/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,9/9/2022 0:00
USA,1/8/2022 0:00,BA.4.6,0,,NULL,1,weighted,weekly,9/9/2022 0:00
USA,1/8/2022 0:00,BA.5,4.74E-05,0.00024989,1.53E-06,1,weighted,weekly,9/9/2022 0:00
USA,1/8/2022 0:00,Other,0.005697554,0.009477192,0.003147371,0,weighted,weekly,9/9/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.410605669,0.441882551,0.379858673,0,weighted,weekly,8/26/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.04425247,0.053714979,0.036033213,0,weighted,weekly,8/26/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.538145006,0.569984794,0.506071389,0,weighted,weekly,8/26/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001015004,0.002098793,0.00040545,1,weighted,weekly,8/26/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0.000142772,0.000752288,4.63E-06,1,weighted,weekly,8/26/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,8/26/2022 0:00
USA,1/8/2022 0:00,BA.4.6,0,,NULL,1,weighted,weekly,8/26/2022 0:00
USA,1/8/2022 0:00,BA.5,4.76E-05,0.000250798,1.54E-06,1,weighted,weekly,8/26/2022 0:00
USA,1/8/2022 0:00,Other,0.005791517,0.009653379,0.003190107,0,weighted,weekly,8/26/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.408032149,0.438890368,0.377705485,0,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044133119,0.053758476,0.035794165,0,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.540493727,0.571923912,0.508821368,0,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001374412,0.002752413,0.000577947,1,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0.000207462,0.000725018,2.75E-05,1,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,BA.4.6,2.33E-05,0.000122435,7.58E-07,1,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,BA.5,4.65E-05,0.000244862,1.51E-06,1,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,Other,0.005689387,0.009476595,0.00313693,0,weighted,weekly,10/7/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.41001007,0.44096458,0.379578322,0,weighted,weekly,8/19/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.04446739,0.053933065,0.036240309,0,weighted,weekly,8/19/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.538515925,0.570008397,0.506792426,0,weighted,weekly,8/19/2022 0:00
USA,1/8/2022 0:00,BA.2,0.00100439,0.002077302,0.000401069,1,weighted,weekly,8/19/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0.000140966,0.000743588,4.55E-06,1,weighted,weekly,8/19/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,8/19/2022 0:00
USA,1/8/2022 0:00,BA.4.6,0,,NULL,1,weighted,weekly,8/19/2022 0:00
USA,1/8/2022 0:00,BA.5,4.70E-05,0.000247897,1.52E-06,1,weighted,weekly,8/19/2022 0:00
USA,1/8/2022 0:00,Other,0.0058143,0.009655597,0.003218996,0,weighted,weekly,8/19/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.44601953,0.49120301,0.401489377,0,weighted,weekly,2/22/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.046148848,0.055380724,0.038060009,0,weighted,weekly,2/22/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.5046978,0.550716281,0.458620161,0,weighted,weekly,2/22/2022 0:00
USA,1/8/2022 0:00,BA.2,0.000306475,0.000545378,0.000154188,0,weighted,weekly,2/22/2022 0:00
USA,1/8/2022 0:00,Other,0.002827328,0.004683732,0.001571835,0,weighted,weekly,2/22/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.415897787,0.446482986,0.385788292,0,weighted,weekly,7/5/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.045846317,0.055366062,0.037544198,0,weighted,weekly,7/5/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.534489274,0.566150486,0.502619505,0,weighted,weekly,7/5/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001057365,0.002248225,0.000403343,1,weighted,weekly,7/5/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,5.16E-06,6.95E-05,1.19E-10,1,weighted,weekly,7/5/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,7/5/2022 0:00
USA,1/8/2022 0:00,BA.5,0,,NULL,1,weighted,weekly,7/5/2022 0:00
USA,1/8/2022 0:00,Other,0.002704066,0.004418351,0.001531801,0,weighted,weekly,7/5/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.408079118,0.438891768,0.377796203,0,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044163574,0.053790789,0.035822421,0,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.540407062,0.571800292,0.50877285,0,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001373106,0.002750439,0.000577184,1,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0.000207259,0.000724454,2.75E-05,1,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,BA.2.75,0,,NULL,1,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,BA.4.6,2.32E-05,0.000122334,7.56E-07,1,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,BA.5,4.65E-05,0.00024466,1.51E-06,1,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,BF.7,0,,NULL,1,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,Other,0.005700161,0.009492571,0.003143761,0,weighted,weekly,9/23/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.415450871,0.444535404,0.386799365,0,weighted,weekly,6/21/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.045887709,0.05540039,0.037589978,0,weighted,weekly,6/21/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.534870148,0.565381646,0.504162729,0,weighted,weekly,6/21/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001066689,0.002308896,0.000394843,1,weighted,weekly,6/21/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0,,NULL,1,weighted,weekly,6/21/2022 0:00
USA,1/8/2022 0:00,BA.4,0,,NULL,1,weighted,weekly,6/21/2022 0:00
USA,1/8/2022 0:00,BA.5,0,,NULL,1,weighted,weekly,6/21/2022 0:00
USA,1/8/2022 0:00,Other,0.002724586,0.004456141,0.001541416,0,weighted,weekly,6/21/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.412071526,0.441288441,0.383309841,0,weighted,weekly,5/31/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.04478652,0.054100405,0.036666792,0,weighted,weekly,5/31/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.5381037,0.568614781,0.507378161,0,weighted,weekly,5/31/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001105367,0.002439263,0.000395841,1,weighted,weekly,5/31/2022 0:00
USA,1/8/2022 0:00,BA.2.12.1,0,,NULL,1,weighted,weekly,5/31/2022 0:00
USA,1/8/2022 0:00,Other,0.003932881,0.006133304,0.002370269,0,weighted,weekly,5/31/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.446512669,0.491347849,0.402314991,0,weighted,weekly,3/1/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.046642456,0.056008793,0.038439058,0,weighted,weekly,3/1/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.503729105,0.549356043,0.458055913,0,weighted,weekly,3/1/2022 0:00
USA,1/8/2022 0:00,BA.2,0.000342283,0.000578398,0.000185276,0,weighted,weekly,3/1/2022 0:00
USA,1/8/2022 0:00,Other,0.002773517,0.004567696,0.001554364,0,weighted,weekly,3/1/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.449349493,0.493138283,0.406136632,0,weighted,weekly,3/15/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.046430297,0.055696134,0.038308982,0,weighted,weekly,3/15/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.501260102,0.545933187,0.456572086,0,weighted,weekly,3/15/2022 0:00
USA,1/8/2022 0:00,BA.2,0.000353686,0.000603666,0.000188804,0,weighted,weekly,3/15/2022 0:00
USA,1/8/2022 0:00,Other,0.002606401,0.004304555,0.001455175,0,weighted,weekly,3/15/2022 0:00
USA,1/8/2022 0:00,B.1.1.529,0.407674491,0.438309431,0.377565712,0,weighted,weekly,9/16/2022 0:00
USA,1/8/2022 0:00,B.1.617.2,0.044165682,0.053638209,0.035941064,0,weighted,weekly,9/16/2022 0:00
USA,1/8/2022 0:00,BA.1.1,0.541255891,0.572490215,0.509777844,0,weighted,weekly,9/16/2022 0:00
USA,1/8/2022 0:00,BA.2,0.001003197,0.002073925,0.00040088,1,weighted,weekly,9/16/2022 0:00
