variant,week_ending,share
BA.5,2022-08-06,0.844239235
Other,2022-08-06,0.002375223
Other,2022-08-06,0.000163467
BA.2.12.1,2022-08-06,0.016728578
BA.4.6,2022-08-06,0.049770318
Other,2022-08-06,3.12e-09
Other,2022-08-06,4.41e-08
Other,2022-08-06,8.01e-06
Other,2022-08-06,1.4e-05
BA.4,2022-08-06,0.068826929
BA.5,2022-08-06,0.863850534
Other,2022-08-06,0.000801655
Other,2022-08-06,9.1e-05
Other,2022-08-06,0.0
Other,2022-08-06,7.97e-05
Other,2022-08-06,0.006143264
BA.2.12.1,2022-08-06,0.022877838
Other,2022-08-06,0.001951796
BA.4,2022-08-06,0.071502492
BA.4.6,2022-08-06,0.050635267
BA.5,2022-08-06,0.844163716
Other,2022-08-06,0.002386047
Other,2022-08-06,0.000168841
Other,2022-08-06,3.32e-05
Other,2022-08-06,0.0
Other,2022-08-06,8.13e-05
Other,2022-08-06,0.007332204
BA.2.12.1,2022-08-06,0.022402735
BA.4,2022-08-06,0.071394272
BA.4.6,2022-08-06,0.050912376
BA.5,2022-08-06,0.847807288
Other,2022-08-06,3.67e-05
BA.2.12.1,2022-08-06,0.014759061
BA.4.6,2022-08-06,0.04772545
Other,2022-08-06,9.15e-10
Other,2022-08-06,5.16e-09
Other,2022-08-06,5.18e-06
Other,2022-08-06,4.51e-06
Other,2022-08-06,0.000597069
BA.4,2022-08-06,0.065924689
BA.5,2022-08-06,0.870984018
Other,2022-08-06,8.51e-05
Other,2022-08-06,0.0
Other,2022-08-06,7.88e-05
Other,2022-08-06,0.006152387
BA.2.12.1,2022-08-06,0.02284041
Other,2022-08-06,0.001940671
BA.4,2022-08-06,0.071710005
BA.4.6,2022-08-06,0.050543219
BA.5,2022-08-06,0.844143391
Other,2022-08-06,0.002342861
Other,2022-08-06,0.000163072
Other,2022-08-06,3.16e-05
Other,2022-08-06,0.0
Other,2022-08-06,7.86e-05
Other,2022-08-06,0.006047729
BA.2.12.1,2022-08-06,0.022839861
Other,2022-08-06,0.002027926
Other,2022-08-06,0.0
BA.4,2022-08-06,0.072247565
BA.4.6,2022-08-06,0.049619336
BA.5,2022-08-06,0.843469739
Other,2022-08-06,0.002231418
Other,2022-08-06,5.93e-05
Other,2022-08-06,0.0
Other,2022-08-06,0.001347009
BA.2.12.1,2022-07-30,0.025847696
BA.4.6,2022-07-30,0.041336428
Other,2022-07-30,2.99e-09
Other,2022-07-30,3.37e-08
Other,2022-07-30,4.64e-07
Other,2022-07-30,9.43e-06
Other,2022-07-30,0.001237328
BA.4,2022-07-30,0.076917022
BA.5,2022-07-30,0.85465157
BA.2.12.1,2022-07-30,0.02976675
BA.4.6,2022-07-30,0.041114252
Other,2022-07-30,6.3e-09
Other,2022-07-30,3.58e-08
Other,2022-07-30,1.55e-05
Other,2022-07-30,1.31e-05
BA.4,2022-07-30,0.082910255
Other,2022-07-30,0.001613561
BA.5,2022-07-30,0.844566584
Other,2022-07-30,0.0
Other,2022-07-30,0.0
Other,2022-07-30,0.000168918
Other,2022-07-30,0.009694202
BA.2.12.1,2022-07-30,0.03490888
Other,2022-07-30,0.001810804
Other,2022-07-30,2.77e-05
BA.4,2022-07-30,0.084257245
BA.4.6,2022-07-30,0.044146214
BA.5,2022-07-30,0.823047638
Other,2022-07-30,0.000863841
Other,2022-07-30,0.000109903
Other,2022-07-30,0.0
Other,2022-07-30,0.000964672
Other,2022-07-30,6.11e-05
Other,2022-07-30,0.0
Other,2022-07-30,0.000170465
BA.2,2022-07-30,0.011281673
BA.2.12.1,2022-07-30,0.034990299
BA.4,2022-07-30,0.083360843
BA.4.6,2022-07-30,0.04425573
BA.5,2022-07-30,0.825546801
Other,2022-07-30,0.000333102
Other,2022-07-30,0.0
Other,2022-07-30,0.0
Other,2022-07-30,0.000173166
BA.2,2022-07-30,0.011525201
BA.2.12.1,2022-07-30,0.034552496
BA.4,2022-07-30,0.085814156
BA.4.6,2022-07-30,0.044024829
BA.5,2022-07-30,0.823690116
Other,2022-07-30,0.00022005
Other,2022-07-30,7.76e-05
Other,2022-07-30,0.0
Other,2022-07-30,0.000169175
Other,2022-07-30,0.009389736
BA.2.12.1,2022-07-30,0.034965832
Other,2022-07-30,0.001840106
BA.4,2022-07-30,0.083822265
BA.4.6,2022-07-30,0.044596147
BA.5,2022-07-30,0.823952913
Other,2022-07-30,0.000845086
Other,2022-07-30,0.000341093
Other,2022-07-30,0.0
Other,2022-07-30,0.0
Other,2022-07-30,0.000197225
BA.2,2022-07-30,0.01177265
BA.2.12.1,2022-07-30,0.03413735
BA.4,2022-07-30,0.084672384
BA.4.6,2022-07-30,0.04447598
BA.5,2022-07-30,0.824584723
Other,2022-07-30,0.000159663
Other,2022-07-30,6.24e-05
Other,2022-07-30,0.0
Other,2022-07-30,0.000169475
Other,2022-07-30,0.009404324
BA.2.12.1,2022-07-30,0.034960471
Other,2022-07-30,0.001885637
BA.4,2022-07-30,0.083835825
BA.4.6,2022-07-30,0.044688944
BA.5,2022-07-30,0.823793888
Other,2022-07-30,0.000850302
Other,2022-07-30,0.000348727
Other,2022-07-30,5.92e-05
Other,2022-07-30,0.0
Other,2022-07-30,0.000168818
Other,2022-07-30,0.00934611
BA.2.12.1,2022-07-30,0.034904402
Other,2022-07-30,0.001888868
BA.4,2022-07-30,0.083692372
BA.4.6,2022-07-30,0.044576425
BA.5,2022-07-30,0.824248433
Other,2022-07-30,0.000803436
Other,2022-07-30,0.00031194
Other,2022-07-30,6.15e-05
Other,2022-07-30,0.0
Other,2022-07-30,0.00017143
BA.2,2022-07-30,0.011704593
BA.2.12.1,2022-07-30,0.03429582
BA.4,2022-07-30,0.085034035
BA.4.6,2022-07-30,0.043770477
BA.5,2022-07-30,0.824730933
Other,2022-07-30,0.000231214
BA.2.12.1,2022-07-30,0.02845294
BA.4.6,2022-07-30,0.042120524
Other,2022-07-30,4.57e-09
Other,2022-07-30,1.69e-08
Other,2022-07-30,1.37e-05
Other,2022-07-30,1.1e-05
Other,2022-07-30,0.001434888
BA.4,2022-07-30,0.082486637
BA.5,2022-07-30,0.845480204
Other,2022-07-30,6.21e-05
Other,2022-07-30,0.0
Other,2022-07-30,0.000169215
Other,2022-07-30,0.009369468
BA.2.12.1,2022-07-30,0.034925681
Other,2022-07-30,0.00184129
BA.4,2022-07-30,0.08383359
BA.4.6,2022-07-30,0.044785954
BA.5,2022-07-30,0.823819101
Other,2022-07-30,0.000845828
Other,2022-07-30,0.000347781
Other,2022-07-30,0.0
Other,2022-07-30,0.0
Other,2022-07-30,0.00016823
Other,2022-07-30,0.00968801
BA.2.12.1,2022-07-30,0.03488487
Other,2022-07-30,0.001808437
Other,2022-07-30,2.76e-05
BA.4,2022-07-30,0.084251322
BA.4.6,2022-07-30,0.044122189
BA.5,2022-07-30,0.82311368
Other,2022-07-30,0.000862563
Other,2022-07-30,0.000109779
Other,2022-07-30,0.0
Other,2022-07-30,0.000963275
Other,2022-07-23,9.36e-05
Other,2022-07-23,0.0
Other,2022-07-23,0.0
BA.2,2022-07-23,0.014481668
BA.2.12.1,2022-07-23,0.058420908
BA.4,2022-07-23,0.100414626
BA.4.6,2022-07-23,0.035882331
BA.5,2022-07-23,0.790706873
Other,2022-07-23,0.0
BA.2.12.1,2022-07-23,0.049810637
BA.4.6,2022-07-23,0.03582307
Other,2022-07-23,1.53e-08
Other,2022-07-23,1.08e-07
Other,2022-07-23,1.3e-06
Other,2022-07-23,2.32e-05
Other,2022-07-23,0.003008603
BA.4,2022-07-23,0.095793851
BA.5,2022-07-23,0.815539181
BA.2.12.1,2022-07-23,0.049565975
Other,2022-07-23,1.08e-08
Other,2022-07-23,7.72e-09
Other,2022-07-23,2.8e-05
Other,2022-07-23,1.66e-05
Other,2022-07-23,0.002818474
BA.4,2022-07-23,0.128544971
BA.5,2022-07-23,0.819025874
Other,2022-07-23,0.000177667
Other,2022-07-23,0.0
Other,2022-07-23,0.0
BA.2,2022-07-23,0.013082909
BA.2.12.1,2022-07-23,0.058849156
BA.4,2022-07-23,0.104079179
BA.4.6,2022-07-23,0.036616065
BA.5,2022-07-23,0.787195027
Other,2022-07-23,0.0
Other,2022-07-23,0.000102387
Other,2022-07-23,0.0
Other,2022-07-23,0.000182526
BA.2,2022-07-23,0.013022744
BA.2.12.1,2022-07-23,0.05725237
Other,2022-07-23,0.000794942
Other,2022-07-23,0.0
BA.4,2022-07-23,0.098329782
BA.4.6,2022-07-23,0.035765223
BA.5,2022-07-23,0.792365372
Other,2022-07-23,0.00092708
Other,2022-07-23,0.0
Other,2022-07-23,0.0
Other,2022-07-23,0.001257561
Other,2022-07-23,0.000198056
Other,2022-07-23,0.0
Other,2022-07-23,0.000185296
BA.2,2022-07-23,0.013750046
BA.2.12.1,2022-07-23,0.05645407
BA.4,2022-07-23,0.09902253
BA.4.6,2022-07-23,0.036472186
BA.5,2022-07-23,0.793699861
Other,2022-07-23,0.000217938
Other,2022-07-23,0.000203021
Other,2022-07-23,0.0
Other,2022-07-23,0.000190667
BA.2,2022-07-23,0.01421663
BA.2.12.1,2022-07-23,0.056081992
BA.4,2022-07-23,0.100181468
BA.4.6,2022-07-23,0.036307421
BA.5,2022-07-23,0.792671502
Other,2022-07-23,0.000147321
Other,2022-07-23,0.000232232
Other,2022-07-23,0.0
Other,2022-07-23,0.000182597
BA.2,2022-07-23,0.013231851
BA.2.12.1,2022-07-23,0.057288423
Other,2022-07-23,0.000795329
BA.4,2022-07-23,0.098246053
BA.4.6,2022-07-23,0.035944346
BA.5,2022-07-23,0.792840123
Other,2022-07-23,0.001028625
Other,2022-07-23,0.000210436
Other,2022-07-23,0.000185535
Other,2022-07-23,0.0
Other,2022-07-23,0.00017192
BA.2,2022-07-23,0.014537339
BA.2.12.1,2022-07-23,0.055540197
BA.4,2022-07-23,0.099758759
BA.4.6,2022-07-23,0.036543451
BA.5,2022-07-23,0.793111563
Other,2022-07-23,0.000151223
Other,2022-07-23,0.000233193
Other,2022-07-23,0.0
Other,2022-07-23,0.000183627
BA.2,2022-07-23,0.013100077
BA.2.12.1,2022-07-23,0.057203609
Other,2022-07-23,0.000755402
BA.4,2022-07-23,0.098794065
BA.4.6,2022-07-23,0.036289591
BA.5,2022-07-23,0.79218173
Other,2022-07-23,0.001043145
Other,2022-07-23,0.000215583
Other,2022-07-23,0.000204948
Other,2022-07-23,0.0
Other,2022-07-23,0.000182855
BA.2,2022-07-23,0.01308482
BA.2.12.1,2022-07-23,0.056972057
Other,2022-07-23,0.000753732
BA.4,2022-07-23,0.098796457
BA.4.6,2022-07-23,0.036085382
BA.5,2022-07-23,0.792660475
Other,2022-07-23,0.001040429
Other,2022-07-23,0.000218851
Other,2022-07-23,0.000207542
Other,2022-07-23,0.0
Other,2022-07-23,0.000189507
BA.2,2022-07-23,0.013943452
BA.2.12.1,2022-07-23,0.055887748
BA.4,2022-07-23,0.100238219
BA.4.6,2022-07-23,0.036144841
BA.5,2022-07-23,0.793182135
Other,2022-07-23,0.000206582
Other,2022-07-23,0.000232952
Other,2022-07-23,0.0
Other,2022-07-23,0.000183388
BA.2,2022-07-23,0.013289233
BA.2.12.1,2022-07-23,0.057463888
Other,2022-07-23,0.000799579
BA.4,2022-07-23,0.098242268
BA.4.6,2022-07-23,0.03598747
BA.5,2022-07-23,0.79255271
Other,2022-07-23,0.001034706
Other,2022-07-23,0.000213826
Other,2022-07-23,0.00010221
Other,2022-07-23,0.0
Other,2022-07-23,0.000182335
BA.2,2022-07-23,0.013109419
BA.2.12.1,2022-07-23,0.05727721
Other,2022-07-23,0.000795224
Other,2022-07-23,0.0
BA.4,2022-07-23,0.098276183
BA.4.6,2022-07-23,0.035568193
BA.5,2022-07-23,0.792503238
Other,2022-07-23,0.000927203
Other,2022-07-23,0.0
Other,2022-07-23,0.0
Other,2022-07-23,0.001258763
Other,2022-07-16,5.83e-05
Other,2022-07-16,0.0
Other,2022-07-16,3.03e-05
BA.2,2022-07-16,0.019029554
BA.2.12.1,2022-07-16,0.093233876
BA.4,2022-07-16,0.115829095
BA.4.6,2022-07-16,0.031305175
BA.5,2022-07-16,0.740491509
Other,2022-07-16,2.22e-05
Other,2022-07-16,0.0
Other,2022-07-16,0.0
Other,2022-07-16,7.77e-05
BA.2,2022-07-16,0.020525651
BA.2.12.1,2022-07-16,0.099081039
BA.4,2022-07-16,0.113885641
BA.4.6,2022-07-16,0.02925171
BA.5,2022-07-16,0.737051904
Other,2022-07-16,0.000126318
BA.2.12.1,2022-07-16,0.091970645
Other,2022-07-16,5.45e-08
Other,2022-07-16,2.85e-08
Other,2022-07-16,7.25e-05
Other,2022-07-16,4.08e-05
Other,2022-07-16,0.006708634
BA.4,2022-07-16,0.142026365
BA.5,2022-07-16,0.759180963
BA.2.12.1,2022-07-16,0.086499557
Other,2022-07-16,4.44e-08
Other,2022-07-16,6.74e-09
Other,2022-07-16,0.006223858
BA.4,2022-07-16,0.127862006
BA.5,2022-07-16,0.779386401
Other,2022-07-16,5.72e-07
Other,2022-07-16,2.75e-05
Other,2022-07-16,5.3e-05
Other,2022-07-16,0.0
Other,2022-07-16,3.13e-05
BA.2,2022-07-16,0.019145282
BA.2.12.1,2022-07-16,0.09400928
BA.4,2022-07-16,0.11607749
BA.4.6,2022-07-16,0.031565547
BA.5,2022-07-16,0.73909843
Other,2022-07-16,1.97e-05
Other,2022-07-16,8.28e-05
Other,2022-07-16,0.0
Other,2022-07-16,0.000128177
BA.2,2022-07-16,0.01930308
BA.2.12.1,2022-07-16,0.095206678
Other,2022-07-16,0.00053489
Other,2022-07-16,0.0
BA.4,2022-07-16,0.116945677
BA.4.6,2022-07-16,0.031004861
BA.5,2022-07-16,0.735310256
Other,2022-07-16,0.000569603
Other,2022-07-16,0.0
Other,2022-07-16,0.0
Other,2022-07-16,0.000913971
Other,2022-07-16,0.000120446
Other,2022-07-16,0.0
Other,2022-07-16,0.00013247
BA.2,2022-07-16,0.019677317
BA.2.12.1,2022-07-16,0.094115295
BA.4,2022-07-16,0.117174976
BA.4.6,2022-07-16,0.031698178
BA.5,2022-07-16,0.736459553
Other,2022-07-16,0.000621747
Other,2022-07-16,9.52e-05
Other,2022-07-16,0.0
Other,2022-07-16,5.42e-05
BA.2,2022-07-16,0.020009501
BA.2.12.1,2022-07-16,0.094123051
BA.4,2022-07-16,0.117598847
BA.4.6,2022-07-16,0.030820744
BA.5,2022-07-16,0.73697716
Other,2022-07-16,0.000321342
Other,2022-07-16,0.000157717
Other,2022-07-16,0.0
Other,2022-07-16,0.000128561
BA.2,2022-07-16,0.019077446
BA.2.12.1,2022-07-16,0.095226124
Other,2022-07-16,0.000535745
BA.4,2022-07-16,0.1166787
BA.4.6,2022-07-16,0.031518452
BA.5,2022-07-16,0.735478163
Other,2022-07-16,0.000587316
Other,2022-07-16,0.000611768
Other,2022-07-16,9.56e-05
Other,2022-07-16,0.0
Other,2022-07-16,2.86e-05
BA.2,2022-07-16,0.020010887
BA.2.12.1,2022-07-16,0.094315179
BA.4,2022-07-16,0.116516322
BA.4.6,2022-07-16,0.030799126
BA.5,2022-07-16,0.737900198
Other,2022-07-16,0.000334087
Other,2022-07-16,0.000158452
Other,2022-07-16,0.0
Other,2022-07-16,0.000132094
BA.2,2022-07-16,0.018969474
BA.2.12.1,2022-07-16,0.094594397
Other,2022-07-16,0.000554898
BA.4,2022-07-16,0.116871834
BA.4.6,2022-07-16,0.031636726
BA.5,2022-07-16,0.735913634
Other,2022-07-16,0.00054831
Other,2022-07-16,0.000620168
Other,2022-07-16,0.000164836
Other,2022-07-16,0.0
Other,2022-07-16,0.000131722
BA.2,2022-07-16,0.018919088
BA.2.12.1,2022-07-16,0.094298519
Other,2022-07-16,0.000553016
BA.4,2022-07-16,0.116452821
BA.4.6,2022-07-16,0.031539731
BA.5,2022-07-16,0.736776948
Other,2022-07-16,0.000547092
Other,2022-07-16,0.000616203
Other,2022-07-16,9.72e-05
Other,2022-07-16,0.0
Other,2022-07-16,5.24e-05
BA.2,2022-07-16,0.0200474
BA.2.12.1,2022-07-16,0.09392646
BA.4,2022-07-16,0.117821693
BA.4.6,2022-07-16,0.030956693
BA.5,2022-07-16,0.73677206
Other,2022-07-16,0.000326068
Other,2022-07-16,0.000158432
Other,2022-07-16,0.0
Other,2022-07-16,0.000131038
BA.2,2022-07-16,0.01902023
BA.2.12.1,2022-07-16,0.094664946
Other,2022-07-16,0.000539429
BA.4,2022-07-16,0.116867997
BA.4.6,2022-07-16,0.031512123
BA.5,2022-07-16,0.735919774
Other,2022-07-16,0.000569167
Other,2022-07-16,0.000616884
Other,2022-07-16,8.26e-05
Other,2022-07-16,0.0
Other,2022-07-16,0.000127765
BA.2,2022-07-16,0.019255253
BA.2.12.1,2022-07-16,0.095141873
Other,2022-07-16,0.000534401
Other,2022-07-16,0.0
BA.4,2022-07-16,0.116829507
BA.4.6,2022-07-16,0.030931646
BA.5,2022-07-16,0.735618114
Other,2022-07-16,0.000568351
Other,2022-07-16,0.0
Other,2022-07-16,0.0
Other,2022-07-16,0.000910476
Other,2022-07-09,9.55e-05
Other,2022-07-09,0.0
Other,2022-07-09,4.76e-05
BA.2,2022-07-09,0.02842137
BA.2.12.1,2022-07-09,0.155993819
BA.4,2022-07-09,0.12530449
BA.4.6,2022-07-09,0.022528972
BA.5,2022-07-09,0.667534173
Other,2022-07-09,7.41e-05
Other,2022-07-09,7.93e-05
Other,2022-07-09,0.0
Other,2022-07-09,0.0
BA.2,2022-07-09,0.028613219
BA.2.12.1,2022-07-09,0.155453175
BA.4,2022-07-09,0.124293804
BA.4.6,2022-07-09,0.022764925
BA.5,2022-07-09,0.668706
Other,2022-07-09,8.96e-05
BA.2.12.1,2022-07-09,0.172868207
BA.5,2022-07-09,0.649800599
BA.4,2022-07-09,0.16310738
Other,2022-07-09,2.03e-07
Other,2022-07-09,1.02e-08
BA.2,2022-07-09,0.014201699
Other,2022-07-09,5.65e-06
Other,2022-07-09,1.62e-05
Other,2022-07-09,7.2e-05
Other,2022-07-09,0.0
Other,2022-07-09,0.0
BA.2,2022-07-09,0.02946461
BA.2.12.1,2022-07-09,0.159543261
BA.4,2022-07-09,0.143161908
BA.5,2022-07-09,0.667664051
Other,2022-07-09,9.42e-05
BA.2.12.1,2022-07-09,0.154445395
Other,2022-07-09,2.18e-07
Other,2022-07-09,2.62e-08
BA.2,2022-07-09,0.014397055
BA.4,2022-07-09,0.144321114
BA.5,2022-07-09,0.686767161
Other,2022-07-09,1.62e-06
Other,2022-07-09,6.74e-05
Other,2022-07-09,9.56e-05
Other,2022-07-09,0.0
Other,2022-07-09,0.0
BA.2,2022-07-09,0.028249323
BA.2.12.1,2022-07-09,0.155193686
BA.4,2022-07-09,0.125196144
BA.4.6,2022-07-09,0.022469232
BA.5,2022-07-09,0.668719947
Other,2022-07-09,7.61e-05
Other,2022-07-09,4.73e-05
Other,2022-07-09,0.0
Other,2022-07-09,0.000189655
BA.2,2022-07-09,0.028946832
BA.2.12.1,2022-07-09,0.155441135
Other,2022-07-09,0.00044083
Other,2022-07-09,0.0
BA.4,2022-07-09,0.127798185
BA.4.6,2022-07-09,0.022547536
BA.5,2022-07-09,0.663506567
Other,2022-07-09,0.0001024
Other,2022-07-09,0.0
Other,2022-07-09,0.0
Other,2022-07-09,0.000979587
Other,2022-07-09,0.000142009
Other,2022-07-09,0.0
Other,2022-07-09,0.00019057
BA.2,2022-07-09,0.029204914
BA.2.12.1,2022-07-09,0.155265316
BA.4,2022-07-09,0.127651259
BA.4.6,2022-07-09,0.022767501
BA.5,2022-07-09,0.664356887
Other,2022-07-09,0.000421525
Other,2022-07-09,7.99e-05
Other,2022-07-09,0.0
Other,2022-07-09,0.000132096
BA.2,2022-07-09,0.029267479
BA.2.12.1,2022-07-09,0.155351549
BA.4,2022-07-09,0.127461776
BA.4.6,2022-07-09,0.022256099
BA.5,2022-07-09,0.665250659
Other,2022-07-09,0.000200442
Other,2022-07-09,0.000142004
Other,2022-07-09,0.0
Other,2022-07-09,0.00019001
BA.2,2022-07-09,0.02889828
BA.2.12.1,2022-07-09,0.155322447
Other,2022-07-09,0.000441369
BA.4,2022-07-09,0.127571061
BA.4.6,2022-07-09,0.022847811
BA.5,2022-07-09,0.664075971
Other,2022-07-09,0.000102474
Other,2022-07-09,0.000408549
Other,2022-07-09,8.04e-05
Other,2022-07-09,0.0
Other,2022-07-09,0.000132618
BA.2,2022-07-09,0.029255541
BA.2.12.1,2022-07-09,0.155282781
BA.4,2022-07-09,0.127174795
BA.4.6,2022-07-09,0.022216491
BA.5,2022-07-09,0.665719986
Other,2022-07-09,0.000137354
Other,2022-07-09,0.000143719
Other,2022-07-09,0.0
Other,2022-07-09,0.000190375
BA.2,2022-07-09,0.028894359
BA.2.12.1,2022-07-09,0.15541549
Other,2022-07-09,0.00044431
BA.4,2022-07-09,0.127652824
BA.4.6,2022-07-09,0.022830131
BA.5,2022-07-09,0.663897097
Other,2022-07-09,0.000103021
Other,2022-07-09,0.000428679
Other,2022-07-09,0.000131031
Other,2022-07-09,0.0
Other,2022-07-09,0.00018945
BA.2,2022-07-09,0.028783817
BA.2.12.1,2022-07-09,0.154902413
Other,2022-07-09,0.0004421
BA.4,2022-07-09,0.127455905
BA.4.6,2022-07-09,0.022682382
BA.5,2022-07-09,0.664879262
Other,2022-07-09,0.000102514
Other,2022-07-09,0.000431141
Other,2022-07-09,0.000108443
Other,2022-07-09,0.0
Other,2022-07-09,0.000131696
BA.2,2022-07-09,0.029332519
BA.2.12.1,2022-07-09,0.155179873
BA.4,2022-07-09,0.127816275
BA.4.6,2022-07-09,0.022193881
BA.5,2022-07-09,0.665042758
Other,2022-07-09,0.000194576
Other,2022-07-09,0.000143533
Other,2022-07-09,0.0
Other,2022-07-09,0.000189968
BA.2,2022-07-09,0.028975889
BA.2.12.1,2022-07-09,0.155206144
Other,2022-07-09,0.000441456
BA.4,2022-07-09,0.127690583
BA.4.6,2022-07-09,0.02272396
BA.5,2022-07-09,0.664104939
Other,2022-07-09,0.000102451
Other,2022-07-09,0.000421102
Other,2022-07-09,4.72e-05
Other,2022-07-09,0.0
Other,2022-07-09,0.000189597
BA.2,2022-07-09,0.028922921
BA.2.12.1,2022-07-09,0.155449182
Other,2022-07-09,0.000439187
Other,2022-07-09,0.0
BA.4,2022-07-09,0.127942115
BA.4.6,2022-07-09,0.022655645
BA.5,2022-07-09,0.663274586
Other,2022-07-09,0.000102261
Other,2022-07-09,0.0
Other,2022-07-09,0.0
Other,2022-07-09,0.000977318
Other,2022-07-02,0.000246903
Other,2022-07-02,4.37e-05
Other,2022-07-02,0.00014323
BA.2,2022-07-02,0.044943426
BA.2.12.1,2022-07-02,0.242227986
BA.4,2022-07-02,0.12953788
BA.4.6,2022-07-02,0.018202003
BA.5,2022-07-02,0.564406216
Other,2022-07-02,0.000248642
Other,2022-07-02,0.000256021
Other,2022-07-02,4.78e-05
Other,2022-07-02,0.000175129
BA.2,2022-07-02,0.0439751
BA.2.12.1,2022-07-02,0.242161483
BA.4,2022-07-02,0.132168338
BA.4.6,2022-07-02,0.017966434
BA.5,2022-07-02,0.56300348
Other,2022-07-02,0.000246275
BA.2.12.1,2022-07-02,0.271614343
BA.5,2022-07-02,0.535586894
BA.4,2022-07-02,0.164593324
Other,2022-07-02,7.38e-07
Other,2022-07-02,5.09e-09
BA.2,2022-07-02,0.028171267
Other,2022-07-02,8.69e-07
Other,2022-07-02,3.26e-05
BA.2.12.1,2022-07-02,0.272085041
BA.5,2022-07-02,0.537555277
BA.4,2022-07-02,0.160780296
Other,2022-07-02,8.95e-07
Other,2022-07-02,3.8e-08
BA.2,2022-07-02,0.029529763
Other,2022-07-02,1.14e-05
Other,2022-07-02,3.72e-05
Other,2022-07-02,0.0
Other,2022-07-02,0.0
Other,2022-07-02,9.15e-05
BA.2,2022-07-02,0.048185334
BA.2.12.1,2022-07-02,0.257175237
BA.4,2022-07-02,0.143872961
BA.5,2022-07-02,0.550329566
Other,2022-07-02,0.000345378
Other,2022-07-02,0.000291919
Other,2022-07-02,5.6e-05
Other,2022-07-02,5.29e-05
BA.2,2022-07-02,0.04519055
BA.2.12.1,2022-07-02,0.248685747
BA.4,2022-07-02,0.145878091
BA.5,2022-07-02,0.559607208
Other,2022-07-02,0.000237625
Other,2022-07-02,0.000244007
Other,2022-07-02,4.25e-05
Other,2022-07-02,0.000161068
BA.2,2022-07-02,0.043833483
BA.2.12.1,2022-07-02,0.241711602
BA.4,2022-07-02,0.132113591
BA.4.6,2022-07-02,0.017753763
BA.5,2022-07-02,0.563897789
Other,2022-07-02,0.000242164
Other,2022-07-02,4.89e-05
Other,2022-07-02,3.87e-05
Other,2022-07-02,0.000156124
BA.2,2022-07-02,0.046429034
BA.2.12.1,2022-07-02,0.240279049
Other,2022-07-02,0.000139959
Other,2022-07-02,0.0
BA.4,2022-07-02,0.131180599
BA.4.6,2022-07-02,0.019014215
BA.5,2022-07-02,0.562069774
Other,2022-07-02,4.93e-05
Other,2022-07-02,0.0
Other,2022-07-02,0.0
Other,2022-07-02,0.000594358
Other,2022-07-02,0.000283379
Other,2022-07-02,3.94e-05
Other,2022-07-02,0.000131927
BA.2,2022-07-02,0.045800921
BA.2.12.1,2022-07-02,0.240306631
BA.4,2022-07-02,0.130735606
BA.4.6,2022-07-02,0.019132746
BA.5,2022-07-02,0.563000798
Other,2022-07-02,0.000568597
Other,2022-07-02,0.00030438
Other,2022-07-02,3.98e-05
Other,2022-07-02,0.000139694
BA.2,2022-07-02,0.044857189
BA.2.12.1,2022-07-02,0.240665048
BA.4,2022-07-02,0.130948767
BA.4.6,2022-07-02,0.017960345
BA.5,2022-07-02,0.564687848
Other,2022-07-02,0.000396914
Other,2022-07-02,0.000289156
Other,2022-07-02,3.87e-05
Other,2022-07-02,0.000151955
BA.2,2022-07-02,0.045536682
BA.2.12.1,2022-07-02,0.240463376
Other,2022-07-02,0.000139921
BA.4,2022-07-02,0.131086648
BA.4.6,2022-07-02,0.019240377
BA.5,2022-07-02,0.562452614
Other,2022-07-02,4.94e-05
Other,2022-07-02,0.000551238
Other,2022-07-02,0.000304539
Other,2022-07-02,4.01e-05
Other,2022-07-02,8.91e-05
BA.2,2022-07-02,0.044651724
BA.2.12.1,2022-07-02,0.241215631
BA.4,2022-07-02,0.130784616
BA.4.6,2022-07-02,0.017623603
BA.5,2022-07-02,0.564884722
Other,2022-07-02,0.000406042
Other,2022-07-02,0.000286144
Other,2022-07-02,3.93e-05
Other,2022-07-02,0.000156283
BA.2,2022-07-02,0.045486052
BA.2.12.1,2022-07-02,0.239915565
Other,2022-07-02,0.000140155
BA.4,2022-07-02,0.131006017
BA.4.6,2022-07-02,0.019269174
BA.5,2022-07-02,0.563082933
Other,2022-07-02,4.99e-05
Other,2022-07-02,0.000568595
Other,2022-07-02,0.000282587
Other,2022-07-02,3.91e-05
Other,2022-07-02,0.000161124
BA.2,2022-07-02,0.045386374
BA.2.12.1,2022-07-02,0.239388257
Other,2022-07-02,0.000139399
BA.4,2022-07-02,0.130669698
BA.4.6,2022-07-02,0.019189334
BA.5,2022-07-02,0.564127266
Other,2022-07-02,4.96e-05
Other,2022-07-02,0.00056726
Other,2022-07-02,0.000303575
Other,2022-07-02,3.95e-05
Other,2022-07-02,0.000137803
BA.2,2022-07-02,0.045273155
BA.2.12.1,2022-07-02,0.240688041
BA.4,2022-07-02,0.131323799
BA.4.6,2022-07-02,0.018242413
BA.5,2022-07-02,0.563593924
Other,2022-07-02,0.000397771
Other,2022-07-02,0.000285556
Other,2022-07-02,3.87e-05
Other,2022-07-02,0.000155759
BA.2,2022-07-02,0.045510095
BA.2.12.1,2022-07-02,0.239953637
Other,2022-07-02,0.000139812
BA.4,2022-07-02,0.130910784
